goal	rule	score
p5(a57, X71)	p5(a57, a1)	0
p4(a79, X20)	p4(a79, a12)	0
p1(X32, X92)	p1(a23, a86)	0
p1(X20, X92)	p1(a62, a35)	0
p9(X77)	p9(a87)	0
p4(X0, a96)	p4(X1, X1) :- p7(X1)	0
p5(a57, X712)	p5(a57, a34)	0
p0(a70)	p0(X6) :- p3(a64, X2, X4, X6, X6)	0
p4(X34, X94)	p4(a16, a2)	0
p1(X37, X911)	p1(a62, a43)	0
p4(a79, X211)	p4(a79, a82)	0
p4(X313, X913)	p4(a48, a60)	0
p1(X40, X93)	p1(a62, a12)	0
p1(X03, X43)	p1(a82, a19)	0
p5(a57, X73)	p5(a57, a0)	0
p0(a1)	p0(X6) :- p3(a64, X2, X4, X6, X6)	0
p1(X48, X911)	p1(a62, a90)	0
p1(X45, X99)	p1(a62, a86)	0
p8(a34, X0, X1, a9)	p8(X3, X1, X1, X1) :- p3(X3, X1, X0, X7, X4)	0
p0(a96)	p0(X3) :- p4(X3, X9), p1(X3, X9)	0
p9(X73)	p9(a12)	0
p4(X33, X93)	p4(a46, a10)	0
p1(X21, X93)	p1(a62, a80)	0
p4(X310, X910)	p4(a55, a33)	0
p0(a19)	p0(X6) :- p3(a64, X2, X4, X6, X6)	0
p8(a34, X112, X812, X212)	p8(a34, a27, X812, a90)	0
p4(X813, X113)	p4(a1, a82)	0
p8(a34, X113, X813, X213)	p8(a34, a80, X813, a94)	0
p4(X0, a43)	p4(X1, X1) :- p7(X1)	0
p0(a94)	p0(X6) :- p3(a64, X2, X4, X6, X6)	0
p5(a57, X70)	p5(a57, a66)	0
p1(X04, X44)	p1(a61, a19)	0
p1(X05, X45)	p1(a12, a19)	0
p4(X312, X912)	p4(a6, a5)	0
p3(X211, a11, X111, X111, X811)	p3(a35, a11, a84, a84, X811)	0
p6(a60, X0)	p6(X1, X8) :- p7(X1), p4(X8, X1), p2(X1, X1)	0
p1(X35, X95)	p1(a19, a16)	0
p4(X311, X911)	p4(a57, a0)	0
p1(a62, X94)	p1(a62, a77)	0
p5(a57, X712)	p5(a57, a41)	0
p1(X08, X48)	p1(a96, a19)	0
p4(a79, X21)	p4(a79, a46)	0
p4(a30, a30)	p4(X1, X1) :- p7(X1)	0
p6(a37, a1)	p6(X1, X8) :- p7(X1), p4(X8, X1), p2(X1, X1)	0
p1(a62, X910)	p1(a62, a23)	0
p4(a79, X29)	p4(a79, a10)	0
p1(X312, X912)	p1(a26, a0)	0
p1(X012, X412)	p1(a27, a19)	0
p1(X97, X912)	p1(a62, a65)	0
p1(a62, X97)	p1(a62, a50)	0
p1(X48, X911)	p1(a62, a13)	0
p1(X010, X410)	p1(a16, a19)	0
p4(X0, a96)	p4(a62, X2) :- p6(X2, X3)	0
p1(X35, X95)	p1(a37, a61)	0
p4(a79, X29)	p4(a79, a93)	0
p7(a68)	p7(X5) :- p0(X5), p7(X5)	0
p1(a98, X0)	p1(X2, X2) :- p6(X2, X1), p3(X2, a11, X1, X1, X8), p8(a34, X1, X8, X2), p8(X3, X2, X1, a39)	0
p4(a54, X0)	p4(X1, X1) :- p7(X1)	0
p4(a0, X98)	p4(a0, a8)	0
p1(X45, X98)	p1(a62, a0)	0
p4(a79, X24)	p4(a79, a11)	0
p4(X33, X93)	p4(a33, a15)	0
p1(X33, X93)	p1(a27, a45)	0
p6(a68, X0)	p6(X9, X9) :- p5(X9, X9), p4(a79, X2), p5(X2, X9)	0
p1(X30, X90)	p1(a19, a16)	0
p0(a77)	p0(X2) :- p5(a10, X2)	0
p1(X47, X911)	p1(a62, a11)	0
p4(a79, X211)	p4(a79, a36)	0
p4(a79, X24)	p4(a79, a70)	0
p4(X30, X90)	p4(a0, a58)	0
p1(X9, X92)	p1(a62, a80)	0
p1(X5, X93)	p1(a62, a94)	0
p1(X012, X412)	p1(a51, a19)	0
p5(a57, X76)	p5(a57, a82)	0
p1(a19, a19)	p1(X2, X2) :- p6(X2, X1), p3(X2, a11, X1, X1, X8), p8(a34, X1, X8, X2), p8(X3, X2, X1, a39)	0
p8(a34, X112, X812, X212)	p8(a34, a4, X812, a23)	0
p4(X84, X14)	p4(a1, a48)	0
p3(X26, a11, X16, X16, X86)	p3(a99, a11, a47, a47, X86)	0
p4(X33, X93)	p4(a67, a37)	0
p1(X210, X912)	p1(a62, a94)	0
p1(X0, X90)	p1(a62, a22)	0
p1(X45, X912)	p1(a62, a55)	0
p4(X35, X95)	p4(a33, a30)	0
p4(X312, X912)	p4(a77, a94)	0
p4(a1, X40)	p4(a1, a27)	0
p4(X86, X16)	p4(a1, a56)	0
p1(X013, X413)	p1(a73, a19)	0
p8(a34, X112, X812, X212)	p8(a34, a0, X812, a14)	0
p4(X0, a43)	p4(a62, X2) :- p6(X2, X3)	0
p0(a58)	p0(X4) :- p5(a18, X4)	0
p5(a57, X73)	p5(a57, a30)	0
p1(X03, X43)	p1(a30, a19)	0
p1(X38, X98)	p1(a12, a30)	0
p1(X012, X412)	p1(a69, a19)	0
p1(X012, X412)	p1(a11, a19)	0
p1(X0, X90)	p1(a62, a38)	0
p0(a45)	p0(X6) :- p3(a64, X2, X4, X6, X6)	0
p1(a62, X92)	p1(a62, a14)	0
p5(X95, X95)	p5(a10, a10)	0
p3(X23, a11, X13, X13, X83)	p3(a35, a11, a84, a84, X83)	0
p4(a79, X210)	p4(a79, a0)	0
p1(a45, X0)	p1(X2, X2) :- p6(X2, X1), p3(X2, a11, X1, X1, X8), p8(a34, X1, X8, X2), p8(X3, X2, X1, a39)	0
p0(a75)	p0(X4) :- p5(a18, X4)	0
p5(a57, X72)	p5(a57, a38)	0
p4(a1, a54)	p4(a1, a54)	0
p1(X0, X92)	p1(a62, a49)	0
p1(X29, X911)	p1(a62, a90)	0
p0(X3)	p0(X6) :- p3(a64, X2, X4, X6, X6)	0
p4(a83, X0)	p4(X1, X1) :- p7(X1)	0
p5(a57, X78)	p5(a57, a1)	0
p0(a72)	p0(X2) :- p5(a10, X2)	0
p5(X99, X99)	p5(a15, a15)	0
p4(X312, X912)	p4(a63, a86)	0
p1(X98, X912)	p1(a62, a15)	0
p5(a57, X712)	p5(a57, a43)	0
p1(X39, X99)	p1(a12, a30)	0
p3(X210, a11, X110, X110, X810)	p3(a1, a11, a13, a13, X810)	0
p5(a57, X79)	p5(a57, a66)	0
p8(X313, X213, X113, a39)	p8(X313, a77, a12, a39)	0
p1(X49, X912)	p1(a62, a94)	0
p4(a79, X25)	p4(a79, a86)	0
p1(a48, X0)	p1(X2, X2) :- p6(X2, X1), p3(X2, a11, X1, X1, X8), p8(a34, X1, X8, X2), p8(X3, X2, X1, a39)	0
p0(a70)	p0(X3) :- p4(X3, X9), p1(X3, X9)	0
p5(a57, X79)	p5(a57, a7)	0
p8(a34, X113, X813, X213)	p8(a34, a45, X813, a65)	0
p1(X27, X910)	p1(a62, a13)	0
p1(X32, X92)	p1(a2, a28)	0
p0(a15)	p0(X6) :- p3(a64, X2, X4, X6, X6)	0
p1(X56, X99)	p1(a62, a14)	0
p4(X813, X113)	p4(a1, a72)	0
p9(X71)	p9(a99)	0
p8(a34, X112, X812, X212)	p8(a34, a64, X812, a60)	0
p1(X6, X93)	p1(a62, a94)	0
p1(X99, X912)	p1(a62, a14)	0
p4(X813, X113)	p4(a1, a2)	0
p1(X35, X95)	p1(a75, a12)	0
p8(X33, X23, X13, a39)	p8(X33, a70, a21, a39)	0
p0(a1)	p0(X3) :- p4(X3, X9), p1(X3, X9)	0
p8(a34, X112, X812, X212)	p8(a34, a11, X812, a51)	0
p1(X97, X912)	p1(a62, a60)	0
p8(a34, X19, X89, X29)	p8(a34, a27, X89, a0)	0
p1(X44, X97)	p1(a62, a2)	0
p1(X34, X94)	p1(a92, a53)	0
p0(a97)	p0(X4) :- p5(a18, X4)	0
p1(X5, X93)	p1(a62, a86)	0
p8(X39, X29, X19, a39)	p8(X39, a10, a27, a39)	0
p7(a18)	p7(X5) :- p0(X5), p7(X5)	0
p1(X012, X412)	p1(a33, a19)	0
p1(X29, X911)	p1(a62, a13)	0
p1(X34, X94)	p1(a9, a49)	0
p2(a0, a0)	p2(X0, X0) :- p1(X0, X4), p6(X4, a1)	0
p4(X35, X95)	p4(a54, a84)	0
p3(X25, a11, X15, X15, X85)	p3(a12, a11, a3, a3, X85)	0
p0(a19)	p0(X3) :- p4(X3, X9), p1(X3, X9)	0
p5(a57, X712)	p5(a57, a45)	0
p3(X25, a11, X15, X15, X85)	p3(a99, a11, a47, a47, X85)	0
p0(a58)	p0(X3) :- p4(X3, X9), p1(X3, X9)	0
p0(X5)	p0(X4) :- p5(a18, X4)	0
p1(X310, X910)	p1(a44, a38)	0
p3(X211, a11, X111, X111, X811)	p3(a22, a11, a17, a17, X811)	0
p1(X311, X911)	p1(a37, a99)	0
p1(X45, X911)	p1(a62, a77)	0
p4(X85, X15)	p4(a1, a8)	0
p4(X81, X11)	p4(a1, a0)	0
p1(X42, X95)	p1(a62, a11)	0
p4(a0, X92)	p4(a0, a8)	0
p8(X34, X24, X14, a39)	p8(X34, a19, a1, a39)	0
p4(a79, X213)	p4(a79, a20)	0
p1(a0, X0)	p1(a0, X7) :- p9(X7), p7(X7)	0
p3(X212, a11, X112, X112, X812)	p3(a14, a11, a0, a0, X812)	0
p4(X35, X95)	p4(a46, a10)	0
p3(X24, a11, X14, X14, X84)	p3(a35, a11, a84, a84, X84)	0
p4(a79, X25)	p4(a79, a22)	0
p1(X48, X912)	p1(a62, a22)	0
p3(X23, a11, X13, X13, X83)	p3(a15, a11, a11, a11, X83)	0
p8(X35, X25, X15, a39)	p8(X35, a60, a64, a39)	0
p8(X312, X212, X112, a39)	p8(X312, a80, a3, a39)	0
p8(X34, X24, X14, a39)	p8(X34, a93, a26, a39)	0
p1(a62, X911)	p1(a62, a15)	0
p4(a79, X210)	p4(a79, a54)	0
p5(a57, X76)	p5(a57, a48)	0
p8(a34, X112, X812, X212)	p8(a34, a3, X812, a12)	0
p1(X20, X92)	p1(a62, a22)	0
p1(X21, X94)	p1(a62, a19)	0
p1(X310, X910)	p1(a17, a99)	0
p3(X210, a11, X110, X110, X810)	p3(a14, a11, a20, a20, X810)	0
p0(a9)	p0(X4) :- p5(a18, X4)	0
p1(X48, X912)	p1(a62, a38)	0
p4(X310, X910)	p4(a93, a31)	0
p8(a34, X110, X810, X210)	p8(a34, a14, X810, a33)	0
p2(X0, X6)	p2(X0, X0) :- p1(X0, X4), p6(X4, a1)	0
p1(X03, X43)	p1(a25, a19)	0
p1(X20, X92)	p1(a62, a38)	0
p8(X311, X211, X111, a39)	p8(X311, a68, a6, a39)	0
p9(X73)	p9(a27)	0
p5(a10, a26)	p5(X2, a26) :- p7(X2), p0(X2)	0
p4(X86, X16)	p4(a1, a53)	0
p8(a34, X112, X812, X212)	p8(a34, a14, X812, a55)	0
p4(X313, X913)	p4(a0, a98)	0
p3(X211, a11, X111, X111, X811)	p3(a60, a11, a64, a64, X811)	0
p8(X311, X211, X111, a39)	p8(X311, a43, a83, a39)	0
p7(a9)	p7(X5) :- p0(X5), p7(X5)	0
p3(X211, a11, X111, X111, X811)	p3(a27, a11, a12, a12, X811)	0
p1(X311, X911)	p1(a34, a82)	0
p1(X38, X98)	p1(a55, a0)	0
p4(a0, X90)	p4(a0, a96)	0
p1(X5, X94)	p1(a62, a45)	0
p4(X34, X94)	p4(a51, a10)	0
p4(X33, X93)	p4(a16, a64)	0
p1(X03, X43)	p1(a96, a19)	0
p7(a10)	p7(X5) :- p0(X5), p7(X5)	0
p4(a79, X21)	p4(a79, a20)	0
p1(X04, X44)	p1(a10, a19)	0
p4(X311, X911)	p4(a54, a84)	0
p8(a34, X113, X813, X213)	p8(a34, a26, X813, a93)	0
p8(X33, X23, X13, a39)	p8(X33, a55, a73, a39)	0
p4(a0, X99)	p4(a0, a56)	0
p1(X5, X0)	p1(X2, X2) :- p6(X2, X1), p3(X2, a11, X1, X1, X8), p8(a34, X1, X8, X2), p8(X3, X2, X1, a39)	0
p1(a62, X97)	p1(a62, a23)	0
p6(a79, X0)	p6(X9, X9) :- p5(X9, X9), p4(a79, X2), p5(X2, X9)	0
p5(a57, X710)	p5(a57, a28)	0
p6(a38, X0)	p6(X1, X8) :- p7(X1), p4(X8, X1), p2(X1, X1)	0
p1(a62, X910)	p1(a62, a94)	0
p1(X08, X48)	p1(a87, a19)	0
p4(X5, X4)	p4(a85, X7) :- p5(a57, X7), p9(X7)	0
p6(a84, X0)	p6(X1, X8) :- p7(X1), p4(X8, X1), p2(X1, X1)	0
p1(X08, X48)	p1(a13, a19)	0
p1(X011, X411)	p1(a53, a19)	0
p3(X213, a11, X113, X113, X813)	p3(a50, a11, a0, a0, X813)	0
p9(X712)	p9(a99)	0
p4(X88, X18)	p4(a1, a34)	0
p3(X210, a11, X110, X110, X810)	p3(a45, a11, a16, a16, X810)	0
p8(X313, X213, X113, a39)	p8(X313, a68, a6, a39)	0
p4(X0, a38)	p4(a85, X7) :- p5(a57, X7), p9(X7)	0
p1(X04, X44)	p1(a15, a19)	0
p1(X09, X49)	p1(a57, a19)	0
p1(X29, X912)	p1(a62, a49)	0
p4(X30, X90)	p4(a2, a36)	0
p8(a34, X13, X83, X23)	p8(a34, a11, X83, a19)	0
p1(X2, X93)	p1(a62, a1)	0
p4(X312, X912)	p4(a51, a10)	0
p1(X48, X911)	p1(a62, a65)	0
p1(X47, X910)	p1(a62, a35)	0
p5(X97, X97)	p5(a47, a47)	0
p1(X03, X43)	p1(a99, a19)	0
p4(X84, X14)	p4(a1, a22)	0
p0(a9)	p0(X3) :- p4(X3, X9), p1(X3, X9)	0
p9(X711)	p9(a90)	0
p7(a7)	p7(X5) :- p0(X5), p7(X5)	0
p4(a1, X48)	p4(a1, a53)	0
p5(X95, X95)	p5(a48, a48)	0
p4(X39, X99)	p4(a81, a37)	0
p1(X40, X93)	p1(a62, a99)	0
p1(X011, X411)	p1(a61, a19)	0
p4(X312, X912)	p4(a39, a23)	0
p1(X42, X95)	p1(a62, a93)	0
p8(X33, X23, X13, a39)	p8(X33, a11, a21, a39)	0
p5(a57, X75)	p5(a57, a22)	0
p1(X012, X412)	p1(a90, a19)	0
p4(a79, X25)	p4(a79, a94)	0
p5(a57, X71)	p5(a57, a28)	0
p8(X313, X213, X113, a39)	p8(X313, a86, a2, a39)	0
p4(a70, X0)	p4(X1, X1) :- p7(X1)	0
p4(X86, X16)	p4(a1, a43)	0
p5(a57, X70)	p5(a57, a28)	0
p8(X34, X24, X14, a39)	p8(X34, a10, a27, a39)	0
p5(a57, X713)	p5(a57, a1)	0
p1(X09, X49)	p1(a58, a19)	0
p1(X311, X911)	p1(a2, a48)	0
p5(a57, X76)	p5(a57, a96)	0
p7(a39)	p7(X5) :- p0(X5), p7(X5)	0
p5(X90, X90)	p5(a58, a58)	0
p4(X311, X911)	p4(a1, a13)	0
p8(a34, X15, X85, X25)	p8(a34, a45, X85, a65)	0
p4(X810, X110)	p4(a1, a48)	0
p5(X93, X93)	p5(a32, a32)	0
p2(a83, a83)	p2(X0, X0) :- p1(X0, X4), p6(X4, a1)	0
p9(X78)	p9(a90)	0
p6(a92, X0)	p6(X9, X9) :- p5(X9, X9), p4(a79, X2), p5(X2, X9)	0
p5(X43, a40)	p5(X43, a40)	0
p5(a57, X711)	p5(a57, a34)	0
p0(a68)	p0(X2) :- p5(a10, X2)	0
p4(X0, a11)	p4(X1, X1) :- p7(X1)	0
p1(X07, X47)	p1(a54, a19)	0
p1(X05, X45)	p1(a73, a19)	0
p4(a79, a82)	p4(a79, a82)	0
p1(X42, X95)	p1(a62, a23)	0
p4(X37, X97)	p4(a29, a34)	0
p4(X30, X90)	p4(a26, a70)	0
p1(a62, X99)	p1(a62, a45)	0
p1(X45, X912)	p1(a62, a93)	0
p1(X012, X412)	p1(a4, a19)	0
p1(X56, X911)	p1(a62, a12)	0
p1(a53, a53)	p1(X2, X2) :- p6(X2, X1), p3(X2, a11, X1, X1, X8), p8(a34, X1, X8, X2), p8(X3, X2, X1, a39)	0
p1(X5, X94)	p1(a62, a65)	0
p8(a34, X19, X89, X29)	p8(a34, a45, X89, a65)	0
p4(X38, X98)	p4(a78, a1)	0
p9(X78)	p9(a36)	0
p1(a71, X0)	p1(X2, X2) :- p6(X2, X1), p3(X2, a11, X1, X1, X8), p8(a34, X1, X8, X2), p8(X3, X2, X1, a39)	0
p0(a31)	p0(X4) :- p5(a18, X4)	0
p8(a34, X18, X88, X28)	p8(a34, a21, X88, a26)	0
p4(X82, X12)	p4(a1, a72)	0
p1(X27, X910)	p1(a62, a90)	0
p8(a34, X0, X2, X1)	p8(X3, X1, X1, X1) :- p3(X3, X1, X0, X7, X4)	0
p1(X09, X49)	p1(a82, a19)	0
p0(X5)	p0(X6) :- p3(a64, X2, X4, X6, X6)	0
p4(X812, X112)	p4(a1, a58)	0
p1(X96, X910)	p1(a62, a1)	0
p5(a57, X712)	p5(a57, a22)	0
p6(a69, X0)	p6(X1, X8) :- p7(X1), p4(X8, X1), p2(X1, X1)	0
p1(a62, X910)	p1(a62, a86)	0
p9(X75)	p9(a87)	0
p6(a4, X0)	p6(X9, X9) :- p5(X9, X9), p4(a79, X2), p5(X2, X9)	0
p4(a2, a2)	p4(X1, X1) :- p7(X1)	0
p4(a79, X210)	p4(a79, a93)	0
p4(a79, a12)	p4(a79, a12)	0
p9(X710)	p9(a87)	0
p4(X81, X11)	p4(a1, a30)	0
p4(a45, X0)	p4(X1, X1) :- p7(X1)	0
p1(X27, X910)	p1(a62, a65)	0
p6(a65, X0)	p6(X1, X8) :- p7(X1), p4(X8, X1), p2(X1, X1)	0
p8(a34, X15, X85, X25)	p8(a34, a41, X85, a39)	0
p8(X34, X24, X14, a39)	p8(X34, a10, a12, a39)	0
p2(a92, a92)	p2(X0, X0) :- p1(X0, X4), p6(X4, a1)	0
p5(a57, X71)	p5(a57, a56)	0
p0(a49)	p0(X2) :- p5(a10, X2)	0
p4(X37, X97)	p4(a15, a23)	0
p1(a35, X0)	p1(X2, X2) :- p6(X2, X1), p3(X2, a11, X1, X1, X8), p8(a34, X1, X8, X2), p8(X3, X2, X1, a39)	0
p5(a57, X711)	p5(a57, a31)	0
p8(a34, X111, X811, X211)	p8(a34, a14, X811, a33)	0
p3(X29, X59, X49, a27, X49)	p3(X29, a0, X49, a27, X49)	0
p4(a79, X21)	p4(a79, a53)	0
p1(X48, X911)	p1(a62, a60)	0
p1(X56, X911)	p1(a62, a65)	0
p5(X93, X93)	p5(a13, a13)	0
p8(a34, X110, X810, X210)	p8(a34, a6, X810, a68)	0
p1(X29, X911)	p1(a62, a65)	0
p1(X37, X97)	p1(a48, a25)	0
p4(a1, a12)	p4(a1, a12)	0
p5(X912, X912)	p5(a48, a48)	0
p1(X011, X411)	p1(a56, a19)	0
p1(X48, X912)	p1(a62, a39)	0
p4(X813, X113)	p4(a1, a87)	0
p9(a53)	p9(a53)	0
p5(a57, X75)	p5(a57, a48)	0
p5(X911, X911)	p5(a92, a92)	0
p8(a34, X14, X84, X24)	p8(a34, a36, X84, a11)	0
p1(X07, X47)	p1(a8, a19)	0
p9(X78)	p9(a54)	0
p5(a57, X74)	p5(a57, a45)	0
p4(X33, X93)	p4(a15, a23)	0
p0(a99)	p0(X3) :- p4(X3, X9), p1(X3, X9)	0
p1(X04, X44)	p1(a36, a19)	0
p1(X98, X912)	p1(a62, a39)	0
p4(X313, X913)	p4(a45, a14)	0
p7(a92)	p7(X5) :- p0(X5), p7(X5)	0
p1(X9, X94)	p1(a62, a77)	0
p1(X04, X44)	p1(a86, a19)	0
p1(X013, X413)	p1(a10, a19)	0
p3(X9, X4, X0, X1, X2)	p3(a14, a81, a10, X9, a99) :- p3(a53, X7, X9, X4, X1)	0
p1(X45, X98)	p1(a62, a19)	0
p1(X37, X97)	p1(a10, a0)	0
p1(X35, X95)	p1(a23, a86)	0
p8(a34, X0, X1, a48)	p8(X3, X1, X1, X1) :- p3(X3, X1, X0, X7, X4)	0
p3(X24, a11, X14, X14, X84)	p3(a12, a11, a15, a15, X84)	0
p4(a79, X28)	p4(a79, a33)	0
p4(X32, X92)	p4(a0, a58)	0
p5(X93, X93)	p5(a66, a66)	0
p9(X713)	p9(a12)	0
p6(a87, X0)	p6(X1, X8) :- p7(X1), p4(X8, X1), p2(X1, X1)	0
p1(X013, X413)	p1(a15, a19)	0
p1(a62, X92)	p1(a62, a11)	0
p1(X49, X912)	p1(a62, a50)	0
p5(X912, X912)	p5(a58, a58)	0
p1(X27, X910)	p1(a62, a51)	0
p4(a84, X0)	p4(X1, X1) :- p7(X1)	0
p3(X26, a11, X16, X16, X86)	p3(a0, a11, a0, a0, X86)	0
p1(X3, X92)	p1(a62, a99)	0
p3(X24, a11, X14, X14, X84)	p3(a2, a11, a39, a39, X84)	0
p6(a25, X0)	p6(X1, X8) :- p7(X1), p4(X8, X1), p2(X1, X1)	0
p4(X86, X16)	p4(a1, a59)	0
p4(X30, X90)	p4(a84, a0)	0
p3(X23, a11, X13, X13, X83)	p3(a14, a11, a43, a43, X83)	0
p1(X38, X98)	p1(a10, a0)	0
p1(X311, X911)	p1(a26, a0)	0
p8(a34, X113, X813, X213)	p8(a34, a39, X813, a2)	0
p4(a79, X212)	p4(a79, a70)	0
p4(a79, X212)	p4(a79, a10)	0
p4(a0, X98)	p4(a0, a61)	0
p4(X34, X94)	p4(a6, a5)	0
p0(X0)	p0(X2) :- p5(a10, X2)	0
p5(a57, X711)	p5(a57, a43)	0
p1(X98, X912)	p1(a62, a38)	0
p1(X0, X92)	p1(a62, a90)	0
p1(X012, X412)	p1(a81, a19)	0
p5(X411, a40)	p5(X411, a40)	0
p4(X311, X911)	p4(a0, a72)	0
p3(X23, a11, X13, X13, X83)	p3(a50, a11, a0, a0, X83)	0
p1(a62, X911)	p1(a62, a39)	0
p1(X56, X99)	p1(a62, a80)	0
p3(X25, a11, X15, X15, X85)	p3(a12, a11, a68, a68, X85)	0
p4(a79, X213)	p4(a79, a21)	0
p5(a57, X70)	p5(a57, a95)	0
p1(X44, X97)	p1(a62, a94)	0
p8(X39, X29, X19, a39)	p8(X39, a49, a52, a39)	0
p0(a12)	p0(X3) :- p4(X3, X9), p1(X3, X9)	0
p9(X711)	p9(a78)	0
p1(X99, X912)	p1(a62, a11)	0
p1(X210, X912)	p1(a62, a1)	0
p1(X32, X92)	p1(a14, a4)	0
p1(a27, X0)	p1(X2, X2) :- p6(X2, X1), p3(X2, a11, X1, X1, X8), p8(a34, X1, X8, X2), p8(X3, X2, X1, a39)	0
p5(X99, X99)	p5(a1, a1)	0
p6(X5, X0)	p6(X9, X9) :- p5(X9, X9), p4(a79, X2), p5(X2, X9)	0
p1(X04, X44)	p1(a60, a19)	0
p1(X21, X93)	p1(a62, a11)	0
p1(a62, X99)	p1(a62, a77)	0
p1(X97, X912)	p1(a62, a33)	0
p1(a62, X911)	p1(a62, a86)	0
p2(a13, a13)	p2(X0, X0) :- p1(X0, X4), p6(X4, a1)	0
p1(X40, X93)	p1(a62, a90)	0
p1(X010, X410)	p1(a64, a19)	0
p1(X56, X911)	p1(a62, a60)	0
p8(X33, X23, X13, a39)	p8(X33, a14, a43, a39)	0
p1(X0, X90)	p1(a62, a14)	0
p4(a79, X25)	p4(a79, a49)	0
p2(a48, a48)	p2(X0, X0) :- p1(X0, X4), p6(X4, a1)	0
p0(a31)	p0(X6) :- p3(a64, X2, X4, X6, X6)	0
p1(X47, X910)	p1(a62, a22)	0
p1(X29, X911)	p1(a62, a60)	0
p5(a18, X5)	p5(X2, a26) :- p7(X2), p0(X2)	0
p1(X45, X99)	p1(a62, a22)	0
p3(X213, a11, X113, X113, X813)	p3(a86, a11, a2, a2, X813)	0
p4(a79, X212)	p4(a79, a12)	0
p4(X33, X93)	p4(a13, a0)	0
p7(a60)	p7(X5) :- p0(X5), p7(X5)	0
p1(X44, X97)	p1(a62, a23)	0
p3(X28, a11, X18, X18, X88)	p3(a55, a11, a73, a73, X88)	0
p4(a79, a54)	p4(a79, a54)	0
p1(X40, X93)	p1(a62, a65)	0
p1(X21, X94)	p1(a62, a49)	0
p5(a57, X710)	p5(a57, a18)	0
p4(a1, X49)	p4(a1, a87)	0
p1(X0, X92)	p1(a62, a13)	0
p1(X29, X911)	p1(a62, a70)	0
p5(a57, X710)	p5(a57, a51)	0
p1(X97, X912)	p1(a62, a68)	0
p1(X47, X910)	p1(a62, a38)	0
p9(X77)	p9(a78)	0
p8(X34, X24, X14, a39)	p8(X34, a15, a44, a39)	0
p8(X39, X29, X19, a39)	p8(X39, a51, a11, a39)	0
p8(X310, X210, X110, a39)	p8(X310, a2, a39, a39)	0
p4(a1, X45)	p4(a1, a27)	0
p1(X45, X99)	p1(a62, a38)	0
p8(X39, X29, X19, a39)	p8(X39, a1, a13, a39)	0
p4(a0, X910)	p4(a0, a48)	0
p8(X311, X211, X111, a39)	p8(X311, a0, a0, a39)	0
p1(X42, X95)	p1(a62, a55)	0
p4(X39, X99)	p4(a24, a92)	0
p2(a29, a29)	p2(X0, X0) :- p1(X0, X4), p6(X4, a1)	0
p4(X39, X99)	p4(a1, a13)	0
p3(X211, a11, X111, X111, X811)	p3(a10, a11, a27, a27, X811)	0
p3(X24, a11, X14, X14, X84)	p3(a33, a11, a14, a14, X84)	0
p1(a62, X912)	p1(a62, a22)	0
p5(a57, X76)	p5(a57, a89)	0
p4(a79, X25)	p4(a79, a11)	0
p8(X310, X210, X110, a39)	p8(X310, a80, a3, a39)	0
p1(X09, X49)	p1(a4, a19)	0
p8(a34, X110, X810, X210)	p8(a34, a33, X810, a11)	0
p4(a79, X20)	p4(a79, a24)	0
p0(a82)	p0(X4) :- p5(a18, X4)	0
p4(a79, X24)	p4(a79, a10)	0
p9(X78)	p9(a98)	0
p1(X03, X43)	p1(a72, a19)	0
p4(X84, X14)	p4(a1, a82)	0
p0(a18)	p0(X3) :- p4(X3, X9), p1(X3, X9)	0
p4(X37, X97)	p4(a3, a28)	0
p0(a85)	p0(X3) :- p4(X3, X9), p1(X3, X9)	0
p4(X812, X112)	p4(a1, a54)	0
p1(X210, X912)	p1(a62, a93)	0
p2(a45, a45)	p2(X0, X0) :- p1(X0, X4), p6(X4, a1)	0
p1(X312, X912)	p1(a96, a27)	0
p8(a34, X112, X812, X212)	p8(a34, a17, X812, a22)	0
p8(a34, X0, X1, a65)	p8(X3, X1, X1, X1) :- p3(X3, X1, X0, X7, X4)	0
p1(a62, X912)	p1(a62, a38)	0
p4(a79, X24)	p4(a79, a93)	0
p4(X0, a60)	p4(a62, X2) :- p6(X2, X3)	0
p1(X35, X95)	p1(a32, a11)	0
p1(a62, X97)	p1(a62, a86)	0
p3(X213, a11, X113, X113, X813)	p3(a33, a11, a14, a14, X813)	0
p1(X42, X95)	p1(a62, a0)	0
p4(X810, X110)	p4(a1, a34)	0
p8(a0, X1, X1, X1)	p8(a0, X4, X1, X4) :- p3(X9, a29, a16, X4, X0), p3(a1, X3, X1, X0, X0)	0
p9(X910)	p9(a54)	0
p8(a34, X112, X812, X212)	p8(a34, a39, X812, a2)	0
p0(a28)	p0(X4) :- p5(a18, X4)	0
p3(X28, a11, X18, X18, X88)	p3(a15, a11, a44, a44, X88)	0
p5(X94, X94)	p5(a7, a7)	0
p5(a57, X70)	p5(a57, a51)	0
p4(X30, X90)	p4(a57, a0)	0
p1(X013, X413)	p1(a36, a19)	0
p5(X95, X95)	p5(a58, a58)	0
p1(X0, X90)	p1(a62, a11)	0
p1(X45, X912)	p1(a62, a94)	0
p6(a2, X0)	p6(X1, X8) :- p7(X1), p4(X8, X1), p2(X1, X1)	0
p4(X35, X95)	p4(a15, a23)	0
p7(a1)	p7(X5) :- p0(X5), p7(X5)	0
